Casa Mineira,410085,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pastor Achilles Barbosa,335,31155460,2,202,3,1,2,74,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,405000,,,Mensalmente,,,,,,893583026,,2022-03-09 12:44,erro-sem_imgs
Casa Mineira,348301,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Polônia,298,31540190,,Casa 3,3,0,2,108,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,500000,,73,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de venda.,,
Casa Mineira,350856,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Deputado Bernardino de Sena Figueiredo,1112,31170210,1,202,3,1,2,147,,Não,2,"Sala para três grandes ambientes.   *** AVISO- ""Não pode colocar placa, favor não insistir ou o cliente vai retirar o imóvel da Casa Mineira""",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,,,Mensalmente,,,,,,893583040,,2022-03-09 12:46,ok-img (2022-03-11 13:36:14)
Casa Mineira,395328,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Wilson Soares Fernandes,571,31730700,2,205,2,0,1,50,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,250000,,,Mensalmente,,,,,,893583046,,2022-03-09 12:47,ok-img (2022-03-11 13:36:59)
Casa Mineira,339366,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Santa Cruz,128,30431045,4,401,3,1,3,132,,Não,2,"Sistema de estacionamento, tem vaga para todos.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,730000,330,183,Mensalmente,,,,,,E,,,
Casa Mineira,398493,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua General Andrade Neves,840,30441119,4,Apto 401,3,1,2,105,,Não,2,O banheiro de empregada foi desmontado e agregado á cozinha americana .,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,650000,,,Mensalmente,,,,,,E,,2022-03-09 12:55,
Casa Mineira,336422,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua João Carlos,1241,31030360,5,Apto 503,3,1,2,69,,Não,2,"Casa Colonial, ( com telhado colonial,sem laje e com forro de madeira),02 Barracoẽs(sem laje com telhado colonial) nos fundos, com 25 m2 cada.",INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,450000,300,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Aluguel',,
Casa Mineira,400584,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Cecília Fonseca Coutinho,56,30840500,3,304,2,0,1,52,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,250000,220,,Mensalmente,,,,,,893583092,,2022-03-09 12:59,ok-img (2022-03-11 13:37:48)
Casa Mineira,322577,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Hélcio Correa,273,30555150,,,3,1,1,390,,Não,4,"Área privativa com churrasqueira, armários embutidos e apartamento todo reformado",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,830000,,276,Mensalmente,,,,,,893583095,,2022-03-09 13:00,ok-img (2022-03-11 13:38:50)
Casa Mineira,348149,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Maria das Dores Souza,208,31742347,,,2,0,2,119,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,520000,,,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de venda.,,
