Casa Mineira,276307,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Sebastião Nepomuceno,636,31710540,,,3,1,4,253,,Não,4,"Apto amplo e arejado, vista da varanda para o parque.  Apto já está desocupado. Já está previsto pintura da área comum do prédio e reforma do piso da garagem.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1100000,,190,Mensalmente,,,,,,893583027,,2022-03-09 12:44,,
Casa Mineira,319363,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Pedro Dutra,56,31270390,,,3,2,4,360,,Não,4,"* Frente * Claro / Arejado * Ar Condicionado * Acabamento Luxo * Teto Rebaixado * Iluminação Planejada * Churrasqueira * Espaço Gourmet * Ducha * Pia. Cobertura duplex: 1 nível: Área útil: 80M , sala, 3 quartos, 2 banhos sendo 1 social e 1 suíte. 2 nível: Área útil: 80M , área construída 30M , terraço 50M , escada em granito, sala, quarto, banho social. Garagem: 4 vagas sendo 2 cobertas e 2 descobertas / 2 duplas.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1000000,,,Mensalmente,,,,,,893583038,,2022-03-09 12:46,,
Casa Mineira,386122,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Santa Maria do Salto,118,30441198,1,102,3,1,2,114,,Não,2,Uma semi-suite virou escritório,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,600000,,,Mensalmente,,,,,,893583044,,2022-03-09 12:46,,
Casa Mineira,416069,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Canaã,385,30431101,2,202,3,0,1,90,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,,,Mensalmente,,,,,,893583048,,2022-03-09 12:47,,
Casa Mineira,429001,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Livramento,228,30530590,3,302 - Bl B,3,1,2,120,,Não,2,"A sala bem definida para 02 ambientes. A despensa está localizada no corredor dos quartos.
 
 Vagas 36 e 37 sub-solo e box de despejo número 12 do terceiro sub-solo.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Detalhe do imovel',,,
Casa Mineira,334868,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,rua corumba,286,30710280,,,3,1,2,198,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,830000,,,Mensalmente,,,,,,893583058,,2022-03-09 12:51,,
Casa Mineira,318236,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Miguel Ângelo,58,30830160,,,3,0,0,408,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,550000,,,Mensalmente,,,,,,1,Elemento não encontrado na pagina 'Aluguel',,,
Casa Mineira,423428,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Crisanto Muniz,330,31535450,1,102,3,0,1,74,,Não,1,"Lindo apartamento com 1 vaga de garagem coberta, 3 quartos, 1 suite, piso laminado, reformado recentemente toda a parte hidraulica e elétrica, armários em todos os quartos.  Sala grande, cozinha grande, Ótima localização, próximo a região central (10 minutos da praça Raul Soares/Savassi), próximo ao CEFET e colégios, supermercados, etc...",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,280000,304,,Mensalmente,,,,,,893583067,,2022-03-09 12:54,,
Casa Mineira,369700,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Bernardo Guimarães,3101,30140083,9,902,4,1,2,130,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,960000,800,198,Mensalmente,,,,,,893583068,,2022-03-09 12:55,,
Casa Mineira,403158,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Júlio Soares Santana,369,31320010,2,203,2,1,1,104,,Não,3,O apartamento foi todo reformado durante o ano de 2020;,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,540000,550,,Mensalmente,,,,,,893583073,,2022-03-09 12:56,,
