Casa Mineira,369606,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua João Caetano,178,30421270,2,201,2,0,1,60,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,255000,275,89,Mensalmente,,,,,,0,,,,
Casa Mineira,401784,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Ubá,380,31110110,3,301,4,1,2,106,,Não,2,Apartamento finamente decorado - cozinha gourmet com home theater -  03 ar-condicionados - suíte master com 02 closets.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,690000,700,194,Mensalmente,,,,,,0,,,,
Casa Mineira,407410,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Padre Eustáquio,265,30710580,5,501,3,0,1,70,,Não,1,Área privativa regularizada para receber construções/modificações,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,320000,350,,Mensalmente,,,,,,0,,,,
Casa Mineira,277305,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Imbiaçá,335,30535100,,,4,1,3,224,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,400000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,389614,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pouso Alegre,1868,31015104,2,202,2,1,2,63,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,,105,Mensalmente,,,,,,0,,,,
Casa Mineira,270962,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Corinto,528,30220310,3,301,3,1,2,110,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,370000,330,103,Mensalmente,,,,,,0,,,,
Casa Mineira,262247,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Izabel Bueno,922,31255754,3,302,3,1,2,86,,Não,2,"1º nível: Uma sala para três ambientes, varanda incorporada, sala de TV, um lavabo,três quartos, sendo um suíte, banho social, cozinha, área de serviço e DCE. 2º nivel: escada em alvenaria, dois quartos, banho social, uma sala, terraço com área gourmet.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,367500,300,100,Mensalmente,,,,,,0,,,,
Casa Mineira,386135,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Mariana Amélia de Azevedo,469,31510470,,,4,1,3,330,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,700000,,177,Mensalmente,,,,,,0,,,,
Casa Mineira,345562,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua dos Guajajaras,1268,30180107,24,2403 -  Bl B,1,0,1,16,,Não,0,,INQUILINO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,160000,206,62,Mensalmente,,,,,,0,,,,
Casa Mineira,422811,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Santa Cruz,696,30431228,3,302,3,1,3,180,,Não,2,"Imóvel foi todo reformado, inclusive parte elétrica, feito rebaixamento em gesso e troca de armários. A vaga  não é demarcada, mas sempre utilizaram a mesma vaga e há vagas para todos os apartamentos.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,550000,450,135,Mensalmente,,,,,,0,,,,
Casa Mineira,390362,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Eugenio Volpini,64,31515212,,,4,1,3,235,,Não,2,"Excelente imóvel localizado na parte alta do bairro, proximo ao comercio e linhas de onibos. Excelente acabamento, pisos e bancadas em granito, cerca eletrica, sistema de alarme e aquecimento solar.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,630000,,100,Mensalmente,,,,,,0,,,,
Casa Mineira,253562,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Aristóteles caldeira,1010,30431108,4,401,3,1,2,120,,Não,2,Vestiário ; Quarto de motorista,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,530000,1200,245,Mensalmente,,,,,,0,,,,
Casa Mineira,272485,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Doutor Gordiano,204,30411080,,,4,1,2,320,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,980000,,146,Mensalmente,,,,,,0,,,,
Casa Mineira,415086,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Cássia,526,30411140,1,102,3,1,2,90,,Não,1,"Na parte do andar superior existe um ambiente como se fosse uma casa individual, com cozinha, banheiro, e quarto.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,580000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,270502,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Bernardino de Lima,535,30431072,3,304,3,1,2,102,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,400000,400,,Mensalmente,,,,,,0,,,,
Casa Mineira,250368,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Antônio Cesário da Rocha,64,30750170,3,301,3,1,2,70,,Não,2,"Casa em Lote plano 309mts, a um quarteirão da Av. Silviano Brandão, próximo a comércio,",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,370000,432,98,Mensalmente,,,,,,0,,,,
Casa Mineira,426040,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Coronel Jairo Pereira,745,31160560,3,304,3,1,2,83,,Não,2,"Casa principal com 2 salas, 3 quartos, banho, cozinha, A.S. e quintal e garagem.  //   2 ediculas no fundo do lote com acesso independente. Edícula 1: sala, cozinha, quarto e banheiro. Edicula 2: 3 quartos, cozinha, banho e varanda.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,395000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,333977,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Oriente,313,30220270,2,7,3,0,1,110,,Não,1,Transformou quarto de empregada em despensa.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,370000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,277701,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Guaranésia,260,31110170,,,3,1,2,208,,Não,2,"Todos os móveis fixos (salas, cozinha e quartos) serão entregues com o apartamento.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,,125,Mensalmente,,,,,,0,,,,
Casa Mineira,371976,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Dido,342,30880040,,,4,1,1,235,,Não,4,"Casa com 3 andares sendo: No andar térreo espaço para moradia ou escritório com 6 salas, 1 salão, 1 copa, 2 banheiros, canil, área livre e garagem. No 1º Andar 2 salas 2 varandas sendo uma varanda gourmet com churrasqueira, cozinha e copa conceito aberto, 1 banheiro , 1 lavabo, área livre de terraço.  No 2º Andar 4 quartos sendo 1 com suíte, hidro e sacada, 3 quartos com closet e 1 sala.  **CASA NÃO POSSUI HABITE-SE",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,450000,,138,Mensalmente,,,,,,0,,,,
Casa Mineira,101005,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,RUA ALVARENGA PEIXOTO,1355,30180121,7,702,4,1,3,146,,Não,3,"O apto de cobertura possui 113,19 M2 de área privativa real total (sendo 52,13 M2 de terraço - parcialmente coberto, contendo um cômodo que pode ser transformado em sala, quarto ou banheiro). Consta no Registro do Imóvel: estacionamento de uso comum a todos os apartamentos (exceto o apto 101, que possui a vaga localizada na respectiva área privativa). A edificação possui um estacionamento defronte à respectiva fachada, com vagas livres e descobertas (cada morador utiliza uma vaga específica, conforme o costume local - do condomínio, sendo que todos usufruem de uma vaga).",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1500000,1300,709,Mensalmente,,,,,,0,,,,
Casa Mineira,401098,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Buganville,1715,32315090,2,201,3,1,2,117,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,800000,350,108,Mensalmente,,,,,,0,,,,
Casa Mineira,272409,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Castelo de Windsor,150,31330180,3,302,4,2,4,218,,Não,4,"Segundo proprietária informar ser 3 sala, ao invés de ser 2 quartos , mais podendo umas da sala ser quarto",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,350,215,Mensalmente,,,,,,0,,,,
Casa Mineira,242077,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Doutor Sette Câmara,363,30380360,5,500,3,1,3,110,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,995000,500,260,Mensalmente,,,,,,0,,,,
Casa Mineira,278002,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Souza Menezes,121,30550120,1,101 Bloco 1,2,0,1,55,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,280000,250,130,Mensalmente,,,,,,0,,,,
Casa Mineira,401723,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Maria Cândida de Jesus,770,31330460,1,101,2,0,1,48,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,210000,225,70,Mensalmente,,,,,,0,,,,
Casa Mineira,348483,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua João Lírio dos Santos,254,31510400,,casa 1,3,0,2,90,,Não,1,"Possui um escritorio e duas salas com entradas independentes, casa com sistema de alarme. : terraço coberto com área goumert, sistema de alarme com camera",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,60,81,Mensalmente,,,,,,0,,,,
Casa Mineira,313703,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Desembargador Mario Matos,610,30220410,6,104,3,1,2,111,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,403000,,,Mensalmente,,,,,,0,,,,
Casa Mineira,373480,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Professor Estevão Pinto,1494,30210580,16,1601,5,1,4,300,,Não,2,"1º Nível com 2 salas sendo 1 com lareira e com 1 varanda integrada, 1 quarto, 1 banho social, 1 cozinha americana ampla, 1 jardim de inverno, 1 área privativa com espaço gourmet com pia, bancadas em granito e vista para mata, 1 área de serviço.  ---/--- 2º Nível com 2 suítes amplas sendo 1 com hidromassagem e varanda com vista panorâmica.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1890000,2100,540,Mensalmente,,,,,,0,,,,
Casa Mineira,374282,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Engenheiro Alberto Pontes,92,30492020,9,901,4,2,4,180,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1340000,1470,,Mensalmente,,,,,,0,,,,
Casa Mineira,260766,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rua Angustura,53,30220290,3,302,3,1,3,110,,Não,1,"ÓTIMA DIVISÃO INTERNA, CÔMODOS AMPLOS, LINDA VISTA PARA SERRA DO  CURRAL",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,470000,209,100,Mensalmente,,,,,,0,,,,
