Casa Mineira,278791,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Coronel Pedro Jorge,301,30411105,,,4,1,4,220,,Não,2,Preparação para ar condicionado,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1600000,,288,Mensalmente,,,,,,893578850,,2022-03-08 20:24,ok-img (2022-03-09 21:31:15)
Casa Mineira,340777,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua General Dionísio Cerqueira,187,30441063,1,102,4,1,3,170,,Não,2,Preparação para ar condicionado,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,790000,670,,Mensalmente,,,,,,893578856,,2022-03-08 20:25,ok-img (2022-03-09 21:31:48)
Casa Mineira,324665,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Serranos,83,30220250,3,307,3,0,1,96,,Não,1,"Imóvel com 2 moradias, sendo que uma delas está em construção com 3 quartos, suíte, 2 salas, 2 vagas de garagem.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,400000,370,136,Mensalmente,,,,,,E,,,
Casa Mineira,339823,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Quatorze de Junho,74,30575350,,,10,2,5,480,,Não,2,"Cozinha toda reformada , armários impecáveis. reverteu o quarto de serviço ampliando um dos quartos. Vaga livre sistema de estacionamento confirmar com proprietário as informações na hora da visita. Área de serviço separada da cozinha",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,600000,,287,Mensalmente,,,,,,893578869,,2022-03-08 20:27,ok-img (2022-03-09 21:37:49)
Casa Mineira,15723,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,RUA MILTON VIEIRA PINTO,80,31170080,4,401,3,1,2,85,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,425000,,,Mensalmente,,,,,,893578876,,2022-03-08 20:28,erro-pag_fotos
Casa Mineira,318422,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Jacuí,1056,31110050,12,1203,2,0,1,60,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,431,79,Mensalmente,,,,,,893578880,,2022-03-08 20:29,ok-img (2022-03-10 12:22:58)
Casa Mineira,393080,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Industrial José Costa,756,30431405,8,803,3,1,3,140,,Não,3,Ótima  casa com espaço gourmet aquecimento solar a área de lazer.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,400,,Mensalmente,,,,,,0,Elemento não encontrado na pagina 'Detalhe do imovel',,
Casa Mineira,428442,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Desembargador Paulo Mota,1089,31320000,1,103,3,1,2,77,,Não,2,"* Fundos * Claro / Arejado * Vista Panorâmica * Iluminação Planejada * Decorado. Prédio: Flat administração Bristol, sistema Pool, restaurante aberto ao público, auditório. Apto: Quarto todo equipado, TV, 2 camas, armários. Garagem: 1 vaga.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,370000,,,Mensalmente,,,,,,893578894,,2022-03-08 20:31,erro-sem_imgs
Casa Mineira,262710,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Visconde do Rio das Velhas,211,30380740,3,301,3,0,2,87,,Não,1,"Casa de esquina, (lote 300m2), casa dois pavimentos, 150 +80) bem localizada, murada. 06 quartos, uma suíte e três salas. Garagem ampla para 04 quartos",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,400000,288,150,Mensalmente,,,,,,893578903,,2022-03-08 20:32,ok-img (2022-03-10 12:24:26)
Casa Mineira,401732,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Doutor Luís Ratton,30,30840600,6,601,3,1,2,70,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,,,Mensalmente,,,,,,893578909,,2022-03-08 20:34,ok-img (2022-03-10 12:26:07)
Casa Mineira,217659,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Augusto Passos Maia,37,31320040,,,3,2,4,323,,Não,6,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,798000,,,Mensalmente,,,,,,893578906,,2022-03-08 20:35,ok-img (2022-03-10 12:27:54)
Casa Mineira,364552,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua São Miguel,592,31710350,,,4,1,2,314,,Não,6,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1620000,,,Mensalmente,,,,,,893578925,,2022-03-08 20:36,erro-pag_fotos
Casa Mineira,333614,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Castelo Lamego,355,31330130,2,202,3,1,2,100,,Não,3,Incorporou varanda a sala e incorporou área de serviço a cozinha.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,580000,350,128,Mensalmente,,,,,,893578933,,2022-03-08 20:38,ok-img (2022-03-10 12:30:34)
Casa Mineira,373102,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Desembargador Tinoco,456,30720480,2,202,2,0,1,57,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,265000,270,83,Mensalmente,,,,,,893578938,,2022-03-08 20:39,ok-img (2022-03-10 12:31:47)
