Casa Mineira,258340,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Itajubá,121,30150380,,Casa,3,0,2,275,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,710000,,90,Mensalmente,,,,,,893578848,,2022-03-08 20:24,ok-img (2022-03-10 11:08:17)
Casa Mineira,275216,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pedra Bonita,790,30411216,5,505,3,1,2,90,,Não,1,"* Fundos * Closet * Varanda / Sacada * Claro / Arejado * Ar Condicionado * Área de Servico * Box Despejo * Banho Empregada * Quarto Empregada * Vista Panorâmica * Acabamento Luxo * Teto Rebaixado * Iluminação Planejada * Reformado * Decorado. Apto duplex 1  nível: Bem decorado, sala de estar e jantar, quarto e estar íntimo ficam no andar de baixo. Garagem: 3 vagas cobertas sendo 1 livre e 2 em linha.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,385000,850,116,Mensalmente,,,,,,893578855,,2022-03-08 20:25,ok-img (2022-03-10 11:09:55)
Casa Mineira,417893,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Cirandinha,160,31742008,,Casa,4,2,3,272,,Não,4,"casa, possui aproveitamento de 1000 litros de água de chuva ligadas em um tanque nas descargas da suíte e lavabo e com saída para o banho social. Possui encanamento para aquecimento solar. Portas da sala de jantar são de demolição, piso externo de porcelanato. Possui edícula  com dois cômodos, lavabo e área goumert.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1090000,,,Mensalmente,,,,,,893578864,,2022-03-08 20:26,erro-sem_imgs
Casa Mineira,273562,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Augusto de Lima,1189,30190009,8,804,3,0,1,130,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,500,,Mensalmente,,,,,,893578870,,2022-03-08 20:27,ok-img (2022-03-10 11:11:38)
Casa Mineira,332994,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Cacuera,280,31270350,,,3,0,2,1560,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,4240000,,950,Mensalmente,,,,,,893578877,,2022-03-08 20:28,ok-img (2022-03-10 11:12:58)
Casa Mineira,278232,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Paulo Piedade Campos,652,30494060,0,201,3,1,2,95,,Não,2,"Casa Com Habite-se Terreno extremamente amplo (praticamente 03 lotes integrados). Pomar, amplo jardim, área livre, piscina e quadra de peteca.  Varanda com vista para a orla da lagoa Atmosfera de sítio dentro da cidade.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,375,,Mensalmente,,,,,,893578880,,2022-03-08 20:29,ok-img (2022-03-10 11:14:52)
Casa Mineira,238143,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida Olegário Maciel,1099,30180111,12,1202,4,1,2,160,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,850000,580,90,Mensalmente,,,,,,893578887,,2022-03-08 20:30,ok-img (2022-03-10 11:16:14)
Casa Mineira,384808,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Cambuquira,1169,30710456,2,102,2,0,1,91,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,360000,400,,Mensalmente,,,,,,893578892,,2022-03-08 20:31,ok-img (2022-03-10 11:18:17)
Casa Mineira,275893,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Jacarepaguá,141,30421351,,casa,3,2,3,200,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1600000,,211,Mensalmente,,,,,,893578900,,2022-03-08 20:32,ok-img (2022-03-10 11:24:32)
Casa Mineira,15883,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Manoel Caillaux,199,31030040,,,3,1,2,134,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,480000,,,Mensalmente,,,,,,893578907,,2022-03-08 20:33,erro-pag_fotos
