Casa Mineira,274532,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Dona Queridinha,50,31710180,3,301,4,1,2,104,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,630000,451,163,Mensalmente,,,,,,893583029,,2022-03-09 12:45,ok-img (2022-03-11 13:51:08)
Casa Mineira,241979,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Doutor Juvenal dos Santos,222,30380530,3,306,4,1,2,120,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,510000,800,,Mensalmente,,,,,,893583037,,2022-03-09 12:46,ok-img (2022-03-11 13:52:31)
Casa Mineira,425304,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Pedro Natalício de Morais,95,30575275,3,302 -  Bl A,2,0,1,66,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,330000,250,,Mensalmente,,,,,,893583043,,2022-03-09 12:46,erro-sem_imgs
Casa Mineira,400964,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Cobertura,Rodovia Januário Carneiro,2115,34004817,5,504 - Bloco 8,3,1,3,126,,Não,2,Possui 9 barracões para aluguel com quarto cozinha e banheiro.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,890000,,120,Mensalmente,,,,,,E,,,
Casa Mineira,279596,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Fernando Esquerdo,85,30441149,8,801,4,1,2,159,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,750000,1000,120,Mensalmente,,,,,,893583070,,2022-03-09 12:55,erro-ja_tem_imgs
Casa Mineira,113898,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,RUA DOUTOR HELVECIO ARANTES,249,30380465,3,304,3,1,1,80,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,270000,,,Mensalmente,,,,,,893583076,,2022-03-09 12:56,ok-img (2022-03-11 13:53:59)
Casa Mineira,431321,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Mármore,242,31010220,2,202,3,1,3,104,,Não,1,"Casa de dois pavimentos com dois barracões nos fundos  com o valor de R$1.000,00 de aluguel cada um. Ótimo para investidores.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,450000,300,,Mensalmente,,,,,,893583083,,2022-03-09 12:57,erro-sem_imgs
Casa Mineira,375039,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Donato da Fonseca,689,30380260,3,302,3,0,1,90,,Não,1,"Quatro edículas completas com quarto, sala, cozinha e banheiro.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,350000,,,Mensalmente,,,,,,893583087,,2022-03-09 12:58,erro-pag_fotos
Casa Mineira,275736,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Martim de Carvalho,382,30190094,7,702,2,2,3,67,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,950000,718,,Mensalmente,,,,,,893583093,,2022-03-09 12:59,ok-img (2022-03-11 13:56:03)
Casa Mineira,429013,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Monte Alegre,279,30240282,2,202,3,1,2,116,,Não,1,"Vendo 3 casas + 1 kitnet
 Casa Principal:
 Recém reformada com porcelanato
 Ampla e arejada, Grandes janelas
 Varanda em L com acesso às duas portas (sala e lavandaria)
 Dois quartos de casal
 Sala de estar
 Copa
 Sala de jantar ampla
 Cozinha ampla já com armários
 Lavanderia
 Banheiro
 
 Casa 2:
 1 quarto casal
 1 quarto solteiro
 Sala
 Cozinha
 Banheiro
 Lavanderia
 
 Cada 3:
 2 anos de construção. Porcelanato e Forro de Gesso.
 Estilo Apartamento
 3 quartos casal
 Sala grande
 Banheiro
 Cozinha
 Lavanderia
 
 Kitnet
 Quarto casal
 Cozinha
 Banheiro com banheira (suite)
 Lavanderia
 Área externa",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,438000,,186,Mensalmente,,,,,,893583097,,2022-03-09 13:00,erro-sem_imgs
Casa Mineira,342044,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Reginaldo Cunha Balaguer,120,31370000,,Lote,0,0,0,1200,,Não,0,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,640000,,261,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de venda.,,
Casa Mineira,269256,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Bernardo Guimarães,2181,30140087,4,402,4,1,2,270,,Não,3,APARTAMENTO REFORMADO E DECORADO. LINDA VISTA DEFINITIVA. VAGA LIVRE. PROPRIETÁRIO ACEITA PERMUTA IMOVEL MAIOR REGIÃO JARDIM AMERICA E NOVA SUISSA,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1600000,1800,500,Mensalmente,,,,,,893583006,,2022-03-09 13:01,erro-ja_tem_imgs
