Casa Mineira,279043,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Assunção,319,30320020,5,502,3,1,2,110,,Não,1,Imóvel em ótimo estado de conservação.,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,590000,915,280,Mensalmente,,,,,,E,,,,
Casa Mineira,114338,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,RUA LAVRAS,544,30330010,,,3,0,1,168,,Não,4,"* Frente * Varanda / Sacada * Claro / Arejado * Área de Servico * Banho Empregada * Quarto Empregada. Lote: Zoneamento ZA, CA 1,4, CTUH 40, área 392M , frente 18M X fundos 22M, geometria retangular, plano, murado, sugestão de construção: Só casa.
 Casa: Área construída 168M .
 1  Andar: 2 salas, varanda, 3 quartos, 1 banho social, cozinha, despensa, dce / Conservada.
 Garagem: 4 vagas podem ser cobertas ou descobertas / 2 duplas.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,2000000,,,Mensalmente,,,,,,893578966,,2022-03-08 20:43,erro-img_pequena,
Casa Mineira,272666,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Bolívia,559,30330360,2,201,2,1,2,85,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,400000,500,198,Mensalmente,,,,,,1,Este imóvel está fora da área de atuação de aluguel.,,,
Casa Mineira,317410,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Carlos Gomes,107,30350130,2,201,4,1,2,135,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,765000,,,Mensalmente,,,,,,893578981,,2022-03-08 20:44,ok-img (2022-03-12 09:22:02),
Casa Mineira,396889,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Estados Unidos,166,30315270,6,600,3,1,3,278,,Não,2,"Piscina foi coberta, mas pode ser revertido",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1200000,,,Mensalmente,,,,,,0,Elemento não encontrado na pagina 'Detalhe do imovel',,,
Casa Mineira,398166,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Germano Torres,66,30310040,9,901,2,1,2,63,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,900000,,,Mensalmente,,,,,,893579023,,2022-03-08 20:47,ok-img (2022-03-12 09:22:50),
Casa Mineira,419493,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Nicarágua,142,30320050,6,602,4,2,4,169,,Não,3,"Amplo, claro, arejado. Lavabo, sala para 3 ambientes, varanda gourmet. 4 quartos, sendo 2 suítes e 2 semissuítes, armários nas suítes, varanda, closet e hidro na suíte master, rouparia. Cozinha ampla, despensa, área de serviço, quarto e banho de serviço. 3 vagas paralelas.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1750000,,765,Mensalmente,,,,,,893579041,,2022-03-08 20:49,erro-sem_imgs,
Casa Mineira,320199,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Vitório Marcola,859,30310360,9,901,3,1,2,90,,Não,2,"Apartamento 100% reformado - cozinha, área se serviços e banhos totalmente novos - varanda incorporada - armários somente no quarto da suíte",DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,995000,760,330,Mensalmente,,,,,,893579051,,2022-03-08 20:50,ok-img (2022-03-12 09:25:45),
Casa Mineira,426768,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Montes Claros,1359,30310702,7,701,1,0,1,40,,Não,1,"Imóvel todo reformado com acabamento e marcenaria de luxo, preparação para ar condicionado, muito bom gosto!",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,380000,650,,Mensalmente,,,,,,893579065,,2022-03-08 20:51,erro-sem_imgs,
Casa Mineira,364806,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Avenida dos Bandeirantes,1079,30315000,5,501,5,2,5,466,,Não,5,"NO PRIMEIRO PISO, temos uma ampla sala para 4 ambientes com pé direito elevado e com piso em mármore, projeto de iluminação. São 4 quartos sendo um deles transformado no closet da suíte máster. Varanda dos quartos incorporadas aos quartos. Banho social. Cozinha ampla e arejada e rica em armários, área de serviço, DCE. NO SEGUNDO PISO,  temos home-office, uma suíte, uma sala para 2 ambientes com painel em madeira, cristaleira, lavabo. Da sala temos o acesso para a área descoberta do triplex com piscina e uma linda vista panorâmica da cidade. NO TERCEIRO PISO, temos uma sala para 4 ambientes sendo um deles sala de T.V. e espaço gourmet com vista de um lado para a Serra do Curral e do outro lado para a cidade e para a área da piscina.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3259000,1500,1470,Mensalmente,,,,,,0,Elemento não encontrado na pagina 'Detalhe do imovel',,,
Casa Mineira,260869,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Antônio Dias,62,30350150,3,apto 301,3,1,2,130,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,830000,800,164,Mensalmente,,,,,,893579104,,2022-03-08 20:53,ok-img (2022-03-09 19:16:23),
Casa Mineira,427923,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Muzambinho,42,30310498,7,701,4,1,3,170,,Não,2,"Ótimo acabamento, apto todo reformado.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1250000,1600,332,Mensalmente,,,,,,893579120,,2022-03-08 20:55,erro-sem_imgs,
Casa Mineira,421665,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Carangola,57,30330240,7,701,4,1,3,148,,Não,2,"Apto maravilhoso! Sala para vários ambientes com teto rebaixado e iluminação, cortina de vidro, painel, 4 qts transformados em 3 qts, escritório, rouparia, closet.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1450000,1950,450,Mensalmente,,,,,,893579136,,2022-03-08 20:56,erro-sem_imgs,
Casa Mineira,269162,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,"Alameda Oscar Niemeyer,",1374,35460000,12,1202 T Safi,4,4,5,213,,Não,4,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3500000,,,Mensalmente,,,,,,1,Mapa não encontrado,,,
Casa Mineira,376281,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Alameda do Ingá,312,34006069,15,1502,3,1,2,115,,Não,3,"Varanda anexada a sala; quarto de empregada anexado a cozinha,; 01 quarto transformado em closet, fácil retorno.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1390000,1100,,Mensalmente,,,,,,0,Pagina de proprietario não carregou,,,
Casa Mineira,274361,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Grão Mogol,1353,30315600,5,501,4,2,4,132,,Não,3,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1500000,2000,,Mensalmente,,,,,,893579206,,2022-03-08 21:02,ok-img (2022-03-12 09:31:03),
Casa Mineira,274366,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Grão Mogol,1353,30315600,5,502,4,2,4,130,,Não,2,,DESOCUPADO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1500000,,,Mensalmente,,,,,,893579218,,2022-03-08 21:03,ok-img (2022-03-12 09:37:20),
Casa Mineira,267651,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Valparaíso,327,30315580,1,102,4,1,3,322,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1390000,974,273,Mensalmente,,,,,,893579235,,2022-03-08 21:05,error-imgloka,
Casa Mineira,272675,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Américo Diamantino,112,30310330,3,301,2,1,2,154,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1100000,550,425,Mensalmente,,,,,,893579251,,2022-03-08 21:06,ok-img (2022-03-09 19:37:16),
Casa Mineira,231316,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Arquiteto Raffaello Berti,260,30210120,,,5,5,8,549,,Não,8,"Casa em local super seguro, toda revitalizada, terceiro nível é um salão de festas com vista pra praça do Papa. Casa super funcional.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,3950000,,,Mensalmente,,,,,,893579269,,2022-03-08 21:08,ok-img (2022-03-09 19:43:09),
Casa Mineira,331746,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Juvenal Melo Senra,175,30320660,14,1401,4,1,4,370,,Não,4,Sistema de automação nos dois pavimentos e projeto luminotécnico. Cozinha Gourmet e escritório na cobertura,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,4100000,2500,1180,Mensalmente,,,,,,0,Elemento não encontrado na pagina 'Detalhe do imovel',,,
Casa Mineira,270199,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Costa Rica,295,30320030,3,302 A,4,1,3,205,,Não,2,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,980000,1411,244,Mensalmente,,,,,,893579293,,2022-03-08 21:10,ok-manual,
Casa Mineira,243942,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Santa Fé,61,30770430,2,200,4,1,3,140,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1150000,1100,378,Mensalmente,,,,,,893579307,,2022-03-08 21:11,ok-manual,
Casa Mineira,371532,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua do Uruguai,171,30310300,2,202,4,1,2,130,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,580000,,,Mensalmente,,,,,,893579324,,2022-03-08 21:13,ok-img (2022-03-12 09:39:23),
Casa Mineira,248391,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Casa,Rua Zodíaco,881,30360430,,,3,1,5,450,,Não,3,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,1500000,,295,Mensalmente,,,,,,893579342,,2022-03-08 21:14,ok-img (2022-03-09 20:50:00),
Casa Mineira,386585,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua Santo Antônio do Monte,600,30330220,4,403,3,1,2,85,,Não,1,,PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,420000,475,111,Mensalmente,,,,,,893579362,,2022-03-08 21:16,ok-img (2022-03-09 20:54:24),
Casa Mineira,388408,22/02/2022,Sim,[FS-CM],Secretaria Casa Mineira,3125333000,secretaria@casamineira.com,Sim,,,Apartamento,Rua São João Evangelista,389,30330152,2,202,3,1,2,110,,Não,2,"Apto todo reformado, impecável! Transformou o DCE em escritório. Vaga de garagem, saindo pela porta de vidro as vagas  são as duas primeiras a esquerda ao lado da porta de vidro, ao fundo as duas porta do box de despejo.",PROPRIETÁRIO,Sim,Chave Comum,Local da Chave com Secretaria da Casa Mineira,Local da Chave com Secretaria da Casa Mineira,Não,[FS-CM],Sim,800000,950,,Mensalmente,,,,,,893579378,,2022-03-08 21:17,erro-abort_404,
